id,region,name,rating,address,phone,food_type,price,parking,hour,img_url_1,img_url_2,img_url_3
1301,서대문구,소신이쏘,4.2,서울특별시 서대문구 연세로5가길 19,02-324-3245,고기 요리,만원-2만원,주차공간없음,12:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/193092/14650_1635430845235_26361?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/193092/2037323_1638337988215_7010?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/193092/2037323_1638337988215_7011?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1302,서대문구,티앙팡오후의홍차,4.2,서울특별시 서대문구 이화여대2가길 19,02-364-4196,카페 / 디저트,만원 미만,주차공간없음,12:00 - 23:00,"https://mp-seoul-image-production-s3.mangoplate.com/47435/1607056_1587452388601_1211?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/47435/676074_1635082504083_71248?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/411704_1633878243400655.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1303,서대문구,타코로코,4.2,서울특별시 서대문구 연세로7안길 37,02-333-6469,남미 음식,만원 미만,주차공간없음,11:30 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/195291/1294770_1622473143886_36546?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/195291/1388441_1636773555366_14240?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/195291/1092115_1636016196586_6865?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1304,서대문구,에노테카오토,4.2,서울특별시 서대문구 연희맛로 17-18,02-336-9958,이탈리안,2만원-3만원,주차공간없음,12:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/766034_1504181239281677.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1042441_1625661495925815.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1042441_1625661497233558.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1305,서대문구,우동카덴,4.2,서울특별시 서대문구 연희로 173 거화빌딩 1F,02-337-6360,라멘 / 소바 / 우동,만원 미만,무료주차 가능,"월-금: 11:30 - 22:00
토: 11:30 - 21:30","https://mp-seoul-image-production-s3.mangoplate.com/802472_1501327018283886.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/329086/533108_1637816002937_20636?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/329086/533108_1637816002937_20635?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1306,서대문구,고삼이,4.2,서울특별시 서대문구 연세로7안길 38,02-324-1403,한정식 / 백반 / 정통 한식,만원 미만,주차공간없음,10:00 - 21:00,"https://mp-seoul-image-production-s3.mangoplate.com/82746/903412_1579147492902_26173?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1202581_1638096065392842.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1202581_1638096066506455.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1307,서대문구,쏘이54,4.2,서울특별시 서대문구 이화여대3길 12,02-313-9579,태국 음식,만원 미만,주차공간없음,11:30 - 20:00,"https://mp-seoul-image-production-s3.mangoplate.com/905985_1512649801263180.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1214190_1635218832579185.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1214190_1635218835844617.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1308,서대문구,에브리띵베이글,4.2,서울특별시 서대문구 연희로11길 29 1F,010-5588-5427,카페 / 디저트,만원 미만,주차공간없음,"월-금: 08:00 - 18:00
토: 08:00 - 16:00","https://mp-seoul-image-production-s3.mangoplate.com/341602/916425_1515837050193_171338?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/722502_1639097040350370.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/722502_1639097042667812.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1309,서대문구,텐조,4.2,서울특별시 서대문구 거북골로20길 71,02-303-1057,이자카야 / 오뎅 / 꼬치,만원-2만원,주차공간없음,18:00 - 04:00,"https://mp-seoul-image-production-s3.mangoplate.com/1704015_1611241628650330.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/801050_1635014728981608.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/801050_1635014729834604.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1310,서대문구,비하인드리메인,4.2,서울특별시 서대문구 연희로11라길 10-6 101호,010-5159-5023,카페 / 디저트,만원 미만,주차공간없음,11:00 - 21:00,"https://mp-seoul-image-production-s3.mangoplate.com/47875_1496372587498703.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2085617_1638362670780791.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1062976_1638259879090902.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1311,서대문구,담산,4.2,서울특별시 서대문구 연세로5다길 41,02-6404-8469,고기 요리,만원-2만원,주차공간없음,11:00 - 23:00,"https://mp-seoul-image-production-s3.mangoplate.com/707184_1584489763851799.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/337344/14650_1632996998234_25129?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/337344/14650_1632996998234_25126?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1312,서대문구,크래프트비어칸,4.2,서울특별시 서대문구 연희로11길 7,02-325-7903,치킨 / 호프 / 펍,만원-2만원,주차공간없음,18:00 - 02:00,"https://mp-seoul-image-production-s3.mangoplate.com/217429/439642_1600735942733_7464?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/217429/689765_1640680951863_41913?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/217429/689765_1640680951863_41914?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1313,서대문구,진미,4.2,서울특별시 서대문구 연희맛로 36 1F,02-322-8338,정통 중식 / 일반 중식,만원 미만,주차공간없음,11:30 - 24:00,"https://mp-seoul-image-production-s3.mangoplate.com/396491/54384_1614574316448_177728?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/707184_1640858154564544.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/707184_1640858155866661.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1314,서대문구,Thursday Stuffing,4.2,서울특별시 서대문구 연희로15안길 6-4,02-322-2359,브런치 / 버거 / 샌드위치,만원-2만원,주차공간없음,11:00 - 19:00,"https://mp-seoul-image-production-s3.mangoplate.com/555683_1601977926553125.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1047892_1640961601666282.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1222709_1621642469592186.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1315,서대문구,독립문맛집,4.2,서울특별시 서대문구 영천시장길 50,02-362-5659,해산물 요리,2만원-3만원,유료주차 가능,12:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/460278_1517024769064328.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/460278_1620429398429730.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/460278_1620429399409831.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1316,서대문구,심플리키친,4.2,서울특별시 서대문구 이화여대5길 35 107호,070-4132-7000,기타 한식,만원 미만,주차공간없음,11:00 - 21:00,"https://mp-seoul-image-production-s3.mangoplate.com/1434429_1600753293763971.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/584169_1615516466541890.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/584169_1615516468381737.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1317,서대문구,디폴트벨류,4.2,서울특별시 서대문구 성산로 333 2F,02-2293-3889,카페 / 디저트,만원 미만,주차공간없음,12:00 - 21:00,"https://mp-seoul-image-production-s3.mangoplate.com/973239_1598955191407275.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/139152_1640536940995848.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/139152_1640536941788919.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1318,서대문구,로실링,4.2,서울특별시 서대문구 연세로4길 26,010-7203-6531,치킨 / 호프 / 펍,만원-2만원,유료주차 가능,16:00 - 24:00,"https://mp-seoul-image-production-s3.mangoplate.com/1633117_1584704369332902.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/280212/1196871_1620291052094_45748?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/280212/1196871_1620291052094_45747?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1319,서대문구,포포브레드,4.2,서울특별시 서대문구 증가로 18,02-332-2044,베이커리,만원 미만,무료주차 가능,11:00 - 19:00,"https://mp-seoul-image-production-s3.mangoplate.com/707184_1600670439839734.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/394924/788206_1639151313321_1639151225438.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/394924/788206_1639151313321_1639151235010.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1320,서대문구,맛있는집,4.2,서울특별시 서대문구 거북골로20길 55,02-305-1906,기타 한식,만원 미만,주차공간없음,12:00 - 19:00,"https://mp-seoul-image-production-s3.mangoplate.com/1991439_1635802263456694.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/325154/1811421_1637292888858_4594?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/325154/2076562_1636777277717_52178?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1321,서대문구,고바우집,4.2,서울특별시 서대문구 명물1길 22,02-393-2576,고기 요리,만원-2만원,주차공간없음,11:00 - 23:30,"https://mp-seoul-image-production-s3.mangoplate.com/460278_1596333947345826.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/82851/870475_1634475900425_4181?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/82851/870475_1634475900425_4182?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1322,서대문구,바틸트,4.2,서울특별시 서대문구 연세로11길 27 2F,02-322-8279,칵테일 / 와인,4만원 이상,주차공간없음,19:30 - 02:00,"https://mp-seoul-image-production-s3.mangoplate.com/707184_1626661378411947.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/707184_1626661371939347.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/707184_1626661374413539.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1323,서대문구,TMOON,4.2,서울특별시 서대문구 성산로22길 36,02-336-1367,이탈리안,만원 미만,주차공간없음,16:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/363383/439642_1603248788500_8876?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/848311_1632653381694431.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/848311_1632653382827722.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1324,서대문구,육회본가,4.2,서울특별시 서대문구 연세로9길 23,02-335-1006,고기 요리,만원-2만원,주차공간없음,17:00 - 05:00,"https://mp-seoul-image-production-s3.mangoplate.com/879146_1550309780797593.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/272604_1594715439089339.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/815391_1589221411852698.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1325,서대문구,정육면체,4.1,서울특별시 서대문구 연세로5다길 22-8 1F,070-4179-3819,기타 중식,만원 미만,주차공간없음,11:30 - 21:00,"https://mp-seoul-image-production-s3.mangoplate.com/75223_1592357220417420.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2133353_1641342187794472.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2133353_1641342188863223.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1326,서대문구,라구식당,4.1,서울특별시 서대문구 명물1길 28,02-364-2224,기타 양식,만원-2만원,주차공간없음,11:30 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/224139/897636_1630371995458_52293?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2148021_1641198023449126.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/224139/676074_1634189980284_71287?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1327,서대문구,야바이,4.1,서울특별시 서대문구 연세로7안길 37,070-8875-1024,철판 요리,만원-2만원,주차공간없음,"일-월: 16:00 - 24:00
금-토: 16:00 - 01:00","https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/630805_1477143332340889.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/10220/2124855_1638854630493_18387?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/10220/2015985_1638853689191_2131?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1328,서대문구,방콕익스프레스,4.1,서울특별시 서대문구 연세로2길 90,02-6401-7793,태국 음식,만원-2만원,주차공간없음,11:30 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/928240_1514905895512701.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/13474_1454735414086.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/192737/2015985_1638853548767_2039?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1329,서대문구,호밀밭,4.1,서울특별시 서대문구 신촌역로 43,02-392-5345,카페 / 디저트,만원 미만,주차공간없음,12:30 - 22:30,"https://mp-seoul-image-production-s3.mangoplate.com/619788_1604713723598228.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/2085617_1638593356214737.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/10362/676074_1635082242677_71366?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1330,서대문구,독수리다방,4.1,서울특별시 서대문구 연세로 36 독수리빌딩 8F,02-363-1222,카페 / 디저트,만원 미만,주차공간없음,"월-토: 11:00 - 24:00
일: 11:00 - 23:00","https://mp-seoul-image-production-s3.mangoplate.com/707184_1630478033205729.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1641180_1640436891388732.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/707184_1630478029065692.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1331,서대문구,공복식당,4.1,서울특별시 서대문구 연세로12길 23 1F,02-312-6692,고기 요리,만원-2만원,주차공간없음,16:00 - 23:00,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/537383_1468679008878915.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/263669/780366_1630753650986_33930?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/263669/780366_1630753650986_33931?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1332,서대문구,대포찜닭,4.1,서울특별시 서대문구 연세로11길 28,02-325-6633,닭 / 오리 요리,만원-2만원,주차공간없음,11:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/584169_1599333852683199.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/47930/2037323_1638521259447_7014?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1380675_1637281116488511.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1333,서대문구,리히트케이크,4.1,서울특별시 서대문구 연희로4길 10,02-323-0258,카페 / 디저트,2만원-3만원,주차공간없음,"화-토: 11:00 - 21:00
일: 11:00 - 20:00","https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/242283_145511392030196.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1214190_1610744782134660.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1214190_1610744782620043.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1334,서대문구,솔리드웍스,4.1,서울특별시 서대문구 이화여대길 88-3,070-4795-8437,카페 / 디저트,만원 미만,주차공간없음,"월-금: 11:00 - 22:00
토: 11:00 - 20:00","https://mp-seoul-image-production-s3.mangoplate.com/584169_1531675588465039.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1805557_1635943008223227.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1192464_1630928138617028.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1335,서대문구,비밀,4.1,서울특별시 서대문구 이화여대7길 48,02-313-0877,베이커리,만원 미만,주차공간없음,"월-토: 08:00 - 21:00
일: 10:00 - 17:00","https://mp-seoul-image-production-s3.mangoplate.com/675193_1502417441041512.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/330945/1308778_1636881461559_13352?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/330945/1466243_1630323027028_21795?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1336,서대문구,금옥당,4.1,서울특별시 서대문구 연희로11라길 2,02-322-3378,카페 / 디저트,만원 미만,주차공간없음,11:00 - 21:00,"https://mp-seoul-image-production-s3.mangoplate.com/338228/742516_1520146409483_6442?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1380675_1637422126959945.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1380675_1637422128595215.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1337,서대문구,만동제과,4.1,서울특별시 서대문구 연희로 32,02-6489-2334,베이커리,만원 미만,주차공간없음,11:00 - 20:30,"https://mp-seoul-image-production-s3.mangoplate.com/338217/796384_1633700275850_30225?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/338217/796384_1633700275850_30227?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/338217/796384_1633700275850_30145?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1338,서대문구,망넛이네,4.1,서울특별시 서대문구 동교로 296 1-3F,070-8787-7003,베이커리,만원 미만,주차공간없음,식당 홈페이지로 가기,"https://mp-seoul-image-production-s3.mangoplate.com/328741/453255_1528828460513_58758?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/328741/1656652_1633947064016_42095?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/328741/1656652_1633947064016_42097?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1339,서대문구,피망과토마토,4.1,서울특별시 서대문구 명물길 27-21 6F,070-8884-9031,치킨 / 호프 / 펍,만원-2만원,주차공간없음,17:00 - 02:00,"https://mp-seoul-image-production-s3.mangoplate.com/1074584_1563639727784344.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/380742/852959_1552732534760_4932?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/380742/852959_1552732534761_4930?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1340,서대문구,스웨이커피스테이션,4.1,서울특별시 서대문구 연희로11길 61,02-6348-0061,카페 / 디저트,만원 미만,주차공간없음,11:00 - 21:00,"https://mp-seoul-image-production-s3.mangoplate.com/707184_1599046120926063.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1214190_1630409728772410.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1214190_1630409731928896.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1341,서대문구,북성해장국,4.1,서울특별시 서대문구 신촌로35길 7,02-364-3779,탕 / 찌개 / 전골,만원 미만,주차공간없음,05:30 - 20:30,"https://mp-seoul-image-production-s3.mangoplate.com/722502_1634002582151703.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/722502_1634002585148406.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/722502_1634002586126114.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1342,서대문구,희게,4.1,서울특별시 서대문구 증가로 1 201호,010-8387-4111,브런치 / 버거 / 샌드위치,만원-2만원,주차공간없음,17:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/707184_1594881064924386.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1062976_1637813562251064.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/624066_1633779314780192.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1343,서대문구,페퍼민트패티,4.1,서울특별시 서대문구 연희로11가길 53 1F,02-324-9333,브런치 / 버거 / 샌드위치,만원 미만,주차공간없음,11:30 - 21:00,"https://mp-seoul-image-production-s3.mangoplate.com/59540_1598316776527253.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/414368/440625_1638495085185_75750?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/414368/440625_1638495085185_75746?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1344,서대문구,하늘초밥,4.1,서울특별시 서대문구 이화여대2길 14 1F,0507-1366-4573,회 / 스시,만원-2만원,주차공간없음,17:00 - 24:00,"https://mp-seoul-image-production-s3.mangoplate.com/1991439_1634249976932751.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1991439_1634249974108708.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/1991439_1634249977767657.jpg?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
1345,서대문구,아바이왕순대,4.1,서울특별시 서대문구 충정로6안길 52,02-725-2788,탕 / 찌개 / 전골,만원 미만,주차공간없음,08:00 - 22:00,"https://mp-seoul-image-production-s3.mangoplate.com/283383/1544414_1577855756009_2352?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/283383/259765_1635244736029_18652?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80","https://mp-seoul-image-production-s3.mangoplate.com/283383/259765_1635244736029_18651?fit=around|512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
